FACE_ID,FILE,SUBJECT_ID,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT
34,0063bedf8fac654abf9b36e8d372d9c4.jpg,797,3837.5,1575.5,255,309
35,00680fd4782b8f69c9b8e53dc9b56cd3.jpg,1274,3745.5,1534.5,242,269
36,00705f8a0e1331de1cadbd6326392953.jpg,-1,1773.5,483.5,270,336
37,00705f8a0e1331de1cadbd6326392953.jpg,-1,2331.5,1431.5,342,420
38,00705f8a0e1331de1cadbd6326392953.jpg,1685,305.5,1504.5,156,226
39,00705f8a0e1331de1cadbd6326392953.jpg,1105,843.5,1395.5,301,373
40,00705f8a0e1331de1cadbd6326392953.jpg,1684,2177.5,395.5,225,277
41,0086b162f62fbfa5c315153c8a8f052a.jpg,195,4657.7,951.4,325,390
42,0086b162f62fbfa5c315153c8a8f052a.jpg,-1,1179.6,852.9,320.9,475.5
43,0086b162f62fbfa5c315153c8a8f052a.jpg,-1,4067.3,416.1,274.5,583.7
44,008a53b32d80c52ae68fcacbc4dc2bf0.jpg,-1,3960.6,2468.8,355.8,376.3
45,008a53b32d80c52ae68fcacbc4dc2bf0.jpg,-1,1915.6,252,323.1,310.8
46,008f66dbd3525d40e30bae1e41205ab8.jpg,-1,3414.5,2202.5,436,648
47,008f66dbd3525d40e30bae1e41205ab8.jpg,-1,3810.5,2522.5,564,628
48,008f66dbd3525d40e30bae1e41205ab8.jpg,-1,286.5,718.5,380,400
49,009500c35768602f0b07f4bf5141bd37.jpg,-1,1023.5,1311.5,234,462
50,009500c35768602f0b07f4bf5141bd37.jpg,-1,4617.5,2271.5,294,462
51,0095dd3f142abe5652b3763ffbbaa474.jpg,842,3889.5,1392.5,240,288
52,009ac640eda5b0fee3c7f58212e20f55.jpg,64,1789.1,2040.9,381,457
53,009ac640eda5b0fee3c7f58212e20f55.jpg,-1,770.4,1589.4,249.5,548.1
54,009c8ad5fe84916fe989fa48752f2bf2.jpg,109,4014.5,1308.5,239,286
55,009d6ccd53172b765fff120418de5a3d.jpg,-1,1426.5,1626.5,516,512
56,009d6ccd53172b765fff120418de5a3d.jpg,1615,911.5,1458.5,303,312
57,00a13576da3b1d295e959a8b1bf21f0e.jpg,-1,1347.1,18.9,224.9,147.2
58,00a9d72c6978d31abb5337dcfcd0cab4.jpg,-1,4455.5,969.5,270,486
59,00b70e62b5b9985b022340092be41528.jpg,1419,2244.5,2316.5,353,369
60,00b70e62b5b9985b022340092be41528.jpg,1170,904.5,1406.5,282,366
61,00b70e62b5b9985b022340092be41528.jpg,-1,698.5,1586.5,428,472
62,00c0ebb5a884b88d718e91e073acb94e.jpg,674,1992.5,1583.5,261,304
63,00c0ebb5a884b88d718e91e073acb94e.jpg,914,3483.5,1681.5,117,181
64,00c3a759174c5ba1ef27bfce699ceaf1.jpg,1580,2533.5,1311.5,290,387
65,00c3a759174c5ba1ef27bfce699ceaf1.jpg,-1,42.5,374.5,388,468
66,00ccc05926722cb8cb88219b8b7142c8.jpg,1111,4354.5,1603.5,151,190
67,00ccc05926722cb8cb88219b8b7142c8.jpg,-1,4059.5,1599.5,330,390
68,00ccc05926722cb8cb88219b8b7142c8.jpg,1274,2902.5,1613.5,208,251
69,00cdb27659b894ef7f011658e8b2cfa5.jpg,-1,1610.5,1798.5,484,544
70,00cfda1a1ac4c9ad3c5183d4363d0f36.jpg,618,1168.5,2490.5,326,391
71,00cfda1a1ac4c9ad3c5183d4363d0f36.jpg,648,339.5,2646.5,278,348
72,00d02163c3541ba2c1e23c3c88a3e37b.jpg,558,3711.5,2308.5,283,384
73,00dc392f1086b1533c3799ea8ebd203d.jpg,1465,39.5,1711.5,205,245
74,00dc4c0a2d8c81e44a8f418917133312.jpg,776,2296.5,741.5,270,354
75,00ddb4f754c4d9e286bf9ca4c9ab1319.jpg,-1,1407.5,849.5,258,300
76,00e390a5024dfaf0b7d5ade130bf0164.jpg,878,873.5,2698.5,283,335
77,00e390a5024dfaf0b7d5ade130bf0164.jpg,-1,1797.5,2667.5,312,372
78,00f301277f57cb2bed3323eaf918e136.jpg,1571,2260.5,1238.5,290,317
79,00f301277f57cb2bed3323eaf918e136.jpg,-1,4166.5,2658.5,496,616
80,00f301277f57cb2bed3323eaf918e136.jpg,1805,4346.5,1490.5,357,383
81,00f40d2e8bff0e217047838ff7994c94.jpg,543,2275.5,2733.5,304,365
82,00fd5613489adeac8d3ec6f9c344b10f.jpg,823,1300.5,1646.5,229,275
83,00fe599cfef67eae02cf08b4d99dc23a.jpg,868,699.5,2879.5,316,379
84,0100311fa2e5fbb2ca2fd0a9a45c6835.jpg,952,1407.5,1523.5,203,243
85,0106957357f7582efbe6a8f1b0a98157.jpg,-1,954.5,2018.9,417.2,654.4
86,0106957357f7582efbe6a8f1b0a98157.jpg,-1,3306.2,2587.4,494.9,658.5
87,0112fc2959ce851ec67d95f15fb76556.jpg,-1,1449.5,669.5,246,324
88,0120a461654054a1f22292e3d6ccbea3.jpg,1511,4317.5,1509.5,295,428
89,0122fd5eebac1f154074b3dbcd1a10eb.jpg,-1,1024,1642.6,404.9,548.1
90,0122fd5eebac1f154074b3dbcd1a10eb.jpg,1333,640,1531.7,292,351
91,0124f8eb1439b89cfd7447822fd0ffd5.jpg,590,21.5,2781.5,241,312
92,0129b412d6cb3f53a4ca22f960c748dd.jpg,1450,229.5,3112.5,275,328
93,012dc88465d59e0395f2a313f272e2fc.jpg,-1,4299.5,531.5,270,444
94,012e205ec0e11287af53fe280d0ac608.jpg,628,108.5,2243.5,264,353
95,012e205ec0e11287af53fe280d0ac608.jpg,721,615.5,1905.5,234,280
96,012e205ec0e11287af53fe280d0ac608.jpg,-1,1209.5,2091.5,354,408
97,0131edeef3fd1515d476aef149443532.jpg,356,2201.7,1436.8,302,363
98,0131edeef3fd1515d476aef149443532.jpg,-1,4819.5,1315.4,343.6,462.2
99,0131edeef3fd1515d476aef149443532.jpg,-1,9.7,1270.4,425.4,589
100,0131edeef3fd1515d476aef149443532.jpg,131,2909.4,1949.4,386,452
101,0132a6c4df0f2ab0be1836a91bf687fd.jpg,1188,854.5,429.5,266,318
102,013cf36fedc51af4466d2890ded901b6.jpg,-1,105.5,2901.5,366,468
103,013cf36fedc51af4466d2890ded901b6.jpg,782,1556.5,2284.5,263,316
104,013cf36fedc51af4466d2890ded901b6.jpg,-1,4185.5,2331.5,402,444
105,013d8fd3b067eeca820a6f6d4da88e46.jpg,-1,4437.5,2079.5,294,342
106,014bf8ede65b5b52ac83f00b7cd6e2f9.jpg,47,1726,2237.1,364,437
107,014bf8ede65b5b52ac83f00b7cd6e2f9.jpg,-1,9.7,207,269.9,257.7
108,016431c0832dfccd559dbc416d3bb0d8.jpg,674,4383.5,1365.5,263,311
109,016431c0832dfccd559dbc416d3bb0d8.jpg,-1,375.5,2451.5,348,450
110,016431c0832dfccd559dbc416d3bb0d8.jpg,601,4709.5,1456.5,234,281
111,0168d2f9fd3e061f3fdf43e1a3024168.jpg,131,2176.4,1120.7,302,372
112,0168d2f9fd3e061f3fdf43e1a3024168.jpg,-1,394.2,865.5,331.3,396.7
113,016b220be60f7ab88e1c7038e4dad20b.jpg,-1,1941.5,1761.5,234,324
114,016b220be60f7ab88e1c7038e4dad20b.jpg,1104,283.5,1662.5,259,312
115,016b220be60f7ab88e1c7038e4dad20b.jpg,1535,1094.5,1902.5,212,206
116,016b220be60f7ab88e1c7038e4dad20b.jpg,-1,915.5,2493.5,282,414
117,016e52f97c2bde215c28ff539f889906.jpg,1107,3833.5,2603.5,380,443
118,01763401938b9752d4f264cbff493795.jpg,1768,4854.5,2951.5,300,357
119,01819edd97f84cf2c50f416af260f024.jpg,150,22,2024.4,234,354
120,01819edd97f84cf2c50f416af260f024.jpg,2,545.3,2080.7,351,421
121,0181da95f4391c00267b89c0a60ff327.jpg,1815,4672.2,1053.4,308,424
122,0181da95f4391c00267b89c0a60ff327.jpg,-1,746.6,880,394.3,529.6
123,0185060c20749184c8d1fc4278c3bb1e.jpg,1170,4886.5,2143.5,272,375
124,0185060c20749184c8d1fc4278c3bb1e.jpg,-1,2934.5,2538.5,564,620
125,0185060c20749184c8d1fc4278c3bb1e.jpg,-1,4342.5,2474.5,508,556
126,0185060c20749184c8d1fc4278c3bb1e.jpg,170,3859.5,2043.5,318,381
127,01946d3e9bcd09bbda218e3ca552a990.jpg,-1,1694.5,978.5,336,432
128,01946d3e9bcd09bbda218e3ca552a990.jpg,1814,3113.5,1059.5,219,329
129,01946d3e9bcd09bbda218e3ca552a990.jpg,-1,1986.5,990.5,332,456
130,01946d3e9bcd09bbda218e3ca552a990.jpg,-1,4666.5,798.5,368,380
131,0198b44e98ed5ee9837d06fa1933668b.jpg,456,700.5,1640.5,216,259
132,0198b44e98ed5ee9837d06fa1933668b.jpg,654,854.5,1882.5,253,276
133,019cb02a80826e0f1844fb09a3817fd6.jpg,50,2721.8,1451.8,328,390
134,019cb02a80826e0f1844fb09a3817fd6.jpg,458,4096.3,1500.1,246,296
135,019cb02a80826e0f1844fb09a3817fd6.jpg,-1,3608.9,1560.8,490.8,544
136,01abace74a935855812ba47ec19d36df.jpg,-1,201.5,1233.5,252,408
137,01abace74a935855812ba47ec19d36df.jpg,-1,2025.5,51.5,210,270
138,01abace74a935855812ba47ec19d36df.jpg,-1,3921.5,9.5,180,210
139,01abace74a935855812ba47ec19d36df.jpg,658,1749.5,1871.5,253,353
140,01abace74a935855812ba47ec19d36df.jpg,1162,1257.5,1155.5,193,329
141,01af7bca29d6d8dd00e3bf646019bf7d.jpg,1818,2757.8,38.1,231,267
142,01b3e50adecae586e81b1ecdccf2ecbc.jpg,339,582.5,1359.6,305,366
143,01b9c4dd94336eb9069d0d77133ee04a.jpg,16,2638.4,2598.5,367,441
144,01b9c4dd94336eb9069d0d77133ee04a.jpg,12,1932.8,2147.6,362,434
145,01b9c4dd94336eb9069d0d77133ee04a.jpg,191,1397.7,2217.5,289,357
146,01b9c4dd94336eb9069d0d77133ee04a.jpg,-1,1518.9,3176.3,486.7,253.6
147,01bfb88cc6b51563c7ec8ffb28f4f4f6.jpg,-1,4791.5,15.5,210,270
148,01c0381bb9e08b597708cf078efa978d.jpg,-1,1557.5,945.5,222,342
149,01c2ee2fdfddb91abd41e8b31033d40a.jpg,507,4073,1838.8,389,484
150,01d749a361b83d175002662998143c09.jpg,-1,1146.5,778.5,508,428
151,01d749a361b83d175002662998143c09.jpg,-1,418.5,1018.5,420,556
152,01dce04a4aa7cead2afe002016690142.jpg,545,2253.5,3094.5,307,354
153,01dce04a4aa7cead2afe002016690142.jpg,606,4720.5,3037.5,344,410
154,01e28b8ea6c8ecef1528af7e89cd1cbd.jpg,1403,2493.5,1999.5,290,345
155,01e28b8ea6c8ecef1528af7e89cd1cbd.jpg,-1,4299.5,2067.5,312,438
156,01f1cd2326d706fb87389a1bb2671e5c.jpg,753,839.5,1120.5,263,377
157,01f37746166701c10d4e0f92eb1c0dc0.jpg,-1,327.5,1281.5,240,318
158,01f37746166701c10d4e0f92eb1c0dc0.jpg,-1,801.5,1383.5,276,414
159,01f3869502d07b6012bfdc6e32ed9e65.jpg,-1,1857.5,1701.5,246,390
160,01f5f90bfbd831cde3bdce7b66bed6aa.jpg,-1,943.7,1363.2,510.3,564.4
161,01f6f4d6add78d3842a9e5056ecc5008.jpg,1373,2391.5,1670.5,211,259
162,01fb599ccd372a4daec88520529b2847.jpg,-1,3513.5,2031.5,276,480
163,01fb599ccd372a4daec88520529b2847.jpg,-1,3663.5,633.5,252,306
164,01fcea553655d60bab67366fc6b764aa.jpg,-1,405.5,333.5,228,306
165,0210938940728172511f59f518d454ae.jpg,1815,2975.2,752.4,288,432
166,0214ee9c4d88a760209946fc08a20d5f.jpg,1098,4001.5,118.5,200,257
167,0214ee9c4d88a760209946fc08a20d5f.jpg,1239,801.5,752.5,259,340
168,022227161de6dfbe91c4dc7fd3733e90.jpg,-1,2958.5,1552.6,351.7,490.8
169,022227161de6dfbe91c4dc7fd3733e90.jpg,-1,1559.8,2149.8,396.7,519.4
170,0225c01f371162369d6288c46bfac2fd.jpg,744,4590.5,457.5,245,294
171,022abe56fea742b7b6ccb1cd8c61b1f4.jpg,-1,1856.1,2117,413.6,560.5
172,022abe56fea742b7b6ccb1cd8c61b1f4.jpg,-1,4337.9,2240.7,545.1,680.4
173,022abe56fea742b7b6ccb1cd8c61b1f4.jpg,-1,2026.2,2198.2,378.8,514.1
174,022e02ede4ecef86eb4c603ba3ffb42e.jpg,599,3717.5,881.5,242,349
175,022f31a0f69a21dbece9104d52cfd265.jpg,1628,1917.5,548.5,173,227
176,0232b3972d99bd8bf62eebd3dd9c08ff.jpg,-1,4869.5,2613.5,294,504
177,0232b3972d99bd8bf62eebd3dd9c08ff.jpg,-1,4665.5,939.5,258,354
178,0234dde353370748be208baba7979412.jpg,-1,3273.5,2763.5,378,456
179,0234dde353370748be208baba7979412.jpg,937,166.5,1796.5,228,266
180,023e93aaa117e87e802f64d02e79edfc.jpg,-1,365.5,39.4,351.7,351.7
181,023fc800fca9c5aed3fe2a4a16cf26aa.jpg,-1,1818.5,1774.5,572,696
182,023fc800fca9c5aed3fe2a4a16cf26aa.jpg,-1,1094.5,730.5,392,492
183,023fc800fca9c5aed3fe2a4a16cf26aa.jpg,-1,3182.5,1602.5,436,500
184,024175678a51ae742fe75c606f362574.jpg,1813,4239.6,2473.7,400,429
185,024175678a51ae742fe75c606f362574.jpg,-1,2193.7,1920.7,552.1,392.6
186,024175678a51ae742fe75c606f362574.jpg,-1,2189.6,2227.5,482.6,409
187,0243b8db3ec9a5f4adbad81f093bd7d4.jpg,955,1171.5,1369.5,251,301
188,0243b8db3ec9a5f4adbad81f093bd7d4.jpg,681,267.5,1948.5,304,368
189,024d1afac10edede866c624273aba60a.jpg,1552,4771.5,1347.5,167,192
190,025c54bd2420de2f4b9b310b8cb52203.jpg,-1,4023.5,897.5,264,390
191,025c54bd2420de2f4b9b310b8cb52203.jpg,-1,3567.5,585.5,246,408
192,025c54bd2420de2f4b9b310b8cb52203.jpg,-1,831.5,609.5,228,354
193,025c54bd2420de2f4b9b310b8cb52203.jpg,1494,2679.5,856.5,247,366
194,025c54bd2420de2f4b9b310b8cb52203.jpg,-1,1095.5,363.5,234,348
195,025fbde418777954135958ce6e6ed336.jpg,-1,669.5,1215.5,234,408
196,025fbde418777954135958ce6e6ed336.jpg,-1,555.5,585.5,204,390
197,0261e2bf0ab9ece4816400520e25811c.jpg,1041,4165.8,1977.2,306,367
198,0261e2bf0ab9ece4816400520e25811c.jpg,-1,684.7,1096.4,317,568.3
199,0261e2bf0ab9ece4816400520e25811c.jpg,-1,3429.4,2376,456.2,479.4
200,026655c539cf4a01887b483ab042c6b2.jpg,400,447.2,1454.5,310,374
201,026655c539cf4a01887b483ab042c6b2.jpg,228,1756.7,1521.3,356,428
202,026655c539cf4a01887b483ab042c6b2.jpg,-1,2719.1,1525.9,385.7,475.3
203,027c215b8e6edddac7ffbb80c075a48c.jpg,95,3686.5,2632.5,349,381
204,027c215b8e6edddac7ffbb80c075a48c.jpg,117,2837.5,2401.5,204,303
205,027db58e4496d057f48f029f6780096b.jpg,-1,3461.6,2665.1,515.3,531.7
206,027db58e4496d057f48f029f6780096b.jpg,-1,4643.6,2832.8,458.1,511.2
207,027db58e4496d057f48f029f6780096b.jpg,1219,1566.8,1905.1,263,315
208,0288ddde2067a868957f1eacec9d13c0.jpg,400,2312.6,1987.1,361,433
209,0288ddde2067a868957f1eacec9d13c0.jpg,228,3412.3,2136.9,353,424
210,0288ddde2067a868957f1eacec9d13c0.jpg,362,125.2,1987.6,321,421
211,0288ddde2067a868957f1eacec9d13c0.jpg,157,4729.3,2028,287,300
212,0288ddde2067a868957f1eacec9d13c0.jpg,-1,1180.1,2161,374,541.6
213,028a6e7d2f56ad76b395d7db1213f8bf.jpg,450,2454.5,2933.5,276,333
214,028a6e7d2f56ad76b395d7db1213f8bf.jpg,990,211.5,3020.5,283,374
215,028a6e7d2f56ad76b395d7db1213f8bf.jpg,989,4048.5,1208.5,256,300
216,028a6e7d2f56ad76b395d7db1213f8bf.jpg,1315,370.5,2240.5,248,297
217,02916507cbf08fadb984553b8fb22766.jpg,-1,4923.5,51.5,222,282
218,02916507cbf08fadb984553b8fb22766.jpg,1012,2835.5,475.5,187,288
219,02916507cbf08fadb984553b8fb22766.jpg,-1,4389.5,2547.5,318,402
220,02933b711565fbb80a228201fd8b3264.jpg,936,21.5,1951.5,210,277
221,029415184ee6b920437ba33094bff009.jpg,782,4774.5,1517.5,257,309
222,029415184ee6b920437ba33094bff009.jpg,1346,3357.5,1792.5,268,322
223,02976ae777568398d7f43045edaa72a5.jpg,1491,3120.5,398.5,249,259
224,02982a13e4fe1187a3838d07a6791a2a.jpg,-1,1701.5,249.5,234,378
225,02982a13e4fe1187a3838d07a6791a2a.jpg,1367,1564.5,1273.5,289,299
226,02a202dae22f211cbbad07eb5365dc15.jpg,-1,4815.5,1815.5,258,426
227,02a202dae22f211cbbad07eb5365dc15.jpg,-1,1719.5,2979.5,384,438
228,02a608482cb5f0177b46250d97f9a8af.jpg,1217,4569.5,1400.5,170,204
229,02a608482cb5f0177b46250d97f9a8af.jpg,-1,1263.5,2403.5,336,390
230,02a74348671f163991a5436d85cb6306.jpg,347,2230.8,1441,290,354
231,02a74348671f163991a5436d85cb6306.jpg,-1,4034.2,3008.7,449.9,441.7
232,02a74348671f163991a5436d85cb6306.jpg,375,3079.7,1290.4,338,400
233,02a7698939d5e70a451301a2513e09cc.jpg,541,4375.8,962.6,252,416
234,02a7698939d5e70a451301a2513e09cc.jpg,-1,2790.9,1491.3,523.5,519.4
235,02a7698939d5e70a451301a2513e09cc.jpg,-1,2786.8,1217.3,470.3,589
236,02aaa1997654b83cdca51b198f072054.jpg,-1,144.7,1503.6,343.6,429.4
237,02aaa1997654b83cdca51b198f072054.jpg,-1,112,440.2,286.3,355.8
238,02aaa1997654b83cdca51b198f072054.jpg,-1,30.2,1331.8,368.1,400.8
239,02ad688a6cca3d7bd84014efbe80e587.jpg,220,224.5,1825.5,230,275
240,02ad688a6cca3d7bd84014efbe80e587.jpg,368,3091.5,2549.5,279,416
241,02ad688a6cca3d7bd84014efbe80e587.jpg,-1,150.5,162.5,264,316
242,02ad688a6cca3d7bd84014efbe80e587.jpg,75,4094.5,2248.5,332,412
243,02ad688a6cca3d7bd84014efbe80e587.jpg,58,1624.5,2555.5,373,452
244,02ad688a6cca3d7bd84014efbe80e587.jpg,-1,614.5,2038.5,328,520
245,02b433e600336d98fbf052a936336465.jpg,-1,2067.5,249.5,228,330
246,02b433e600336d98fbf052a936336465.jpg,-1,1023.5,201.5,234,300
247,02b77f26c04ff612181d12960ce2978b.jpg,-1,1497.5,195.5,264,318
248,02b77f26c04ff612181d12960ce2978b.jpg,-1,2019.5,3075.5,330,380.5
249,02b7d7944af85b853e3eafa990d94f86.jpg,-1,3054.5,2534.5,541.2,494.8
250,02b7d7944af85b853e3eafa990d94f86.jpg,-1,2741.3,1637.7,514.1,521.9
251,02b7d7944af85b853e3eafa990d94f86.jpg,384,1248.4,1221.5,365,439
252,02b89303e2900ae72e0bc0e06972f18c.jpg,-1,3827.6,1869.6,417.5,603.1
253,02bc128338e72bff168df68a3d5cc889.jpg,709,4174.5,1502.5,230,276
254,02c3f20f65180624cb92c40fbdecf50b.jpg,194,886.5,1689.5,256,335
255,02c90726bfd59b92690cb173b9796203.jpg,47,1866.5,2460.2,343,449
256,02c90726bfd59b92690cb173b9796203.jpg,-1,3379.8,59.8,253.6,278.1
257,02caa06b15995ef73f09cf2cc70329cf.jpg,412,1112.8,2127,251,300
258,02caa06b15995ef73f09cf2cc70329cf.jpg,-1,1821.5,133.4,343.6,274
259,02d5024cb5dfeeb8f19f17d4144c6cc7.jpg,-1,2853.5,1521.5,234,402
260,02d5024cb5dfeeb8f19f17d4144c6cc7.jpg,-1,4515.5,2427.5,318,432
261,02e3faa3a9d8e37911541cb9e027996f.jpg,697,4653.5,1506.5,179,240
262,02e3faa3a9d8e37911541cb9e027996f.jpg,-1,1467.5,1617.5,294,342
263,02e906901d775f2348a242237fa44906.jpg,-1,1311.5,1521.5,252,486
264,02ef771562eafc86f409b63534e5c0e7.jpg,-1,3945.5,1965.5,384,456
265,02ef771562eafc86f409b63534e5c0e7.jpg,1432,1052.5,1332.5,210,252
266,02fd544077f35ff44ee2899bb8d45cb8.jpg,686,4336.5,2927.5,347,405
267,02fd544077f35ff44ee2899bb8d45cb8.jpg,670,3208.5,2889.5,337,356
268,02fd544077f35ff44ee2899bb8d45cb8.jpg,702,2271.5,2944.5,199,259
269,02fd544077f35ff44ee2899bb8d45cb8.jpg,640,217.5,2310.5,262,322
270,02fd544077f35ff44ee2899bb8d45cb8.jpg,680,418.5,2288.5,261,334
271,02fd544077f35ff44ee2899bb8d45cb8.jpg,629,1116.5,2787.5,327,367
272,02fd544077f35ff44ee2899bb8d45cb8.jpg,-1,3897.5,2985.5,330,360
273,02fd544077f35ff44ee2899bb8d45cb8.jpg,606,1005.5,2307.5,146,192
274,02fd544077f35ff44ee2899bb8d45cb8.jpg,1436,4298.5,1484.5,219,263
275,02fd544077f35ff44ee2899bb8d45cb8.jpg,750,397.5,2778.5,271,364
276,02fd544077f35ff44ee2899bb8d45cb8.jpg,657,2094.5,2761.5,241,290
277,030179b3198dedb8e6cd5b9bd64adf2e.jpg,902,748.5,1851.5,245,291
278,0308f539f0e4529bdf60bb32b26ecb03.jpg,-1,417.5,507.5,252,306
279,0308f539f0e4529bdf60bb32b26ecb03.jpg,-1,4395.5,2739.5,408,486
280,0310a291fc6dc7c06c5af8b944240ee0.jpg,-1,633.5,873.5,312,390
281,0310a291fc6dc7c06c5af8b944240ee0.jpg,1656,4089.5,453.5,271,331
282,031327943dff8d06a4041b89df4a9caa.jpg,-1,322.5,918.5,388,476
283,03189dea9e93ec2e2484265de2ee6858.jpg,-1,465.5,525.5,276,318
284,031b78f40fa8b88edda13336b2958c2b.jpg,-1,189.5,1059.5,210,372
285,031cc3359960bf68fe3f408f00b1135d.jpg,768,2953.5,2081.5,238,285
286,031cc3359960bf68fe3f408f00b1135d.jpg,749,129.5,2094.5,278,334
287,031cc3359960bf68fe3f408f00b1135d.jpg,785,675.5,2079.5,259,320
288,031cc3359960bf68fe3f408f00b1135d.jpg,899,265.5,1637.5,249,300
289,031cc3359960bf68fe3f408f00b1135d.jpg,1271,3157.5,1791.5,228,273
290,031cc3359960bf68fe3f408f00b1135d.jpg,657,3999.5,1793.5,222,268
291,031cc3359960bf68fe3f408f00b1135d.jpg,1053,3483.5,1723.5,185,244
292,031cc3359960bf68fe3f408f00b1135d.jpg,603,1497.5,2229.5,223,301
293,031cc3359960bf68fe3f408f00b1135d.jpg,605,2193.5,2051.5,237,299
294,032c412f7825a7990bc0ea9ffc3e2f47.jpg,-1,201.5,1167.5,294,390
295,032c412f7825a7990bc0ea9ffc3e2f47.jpg,1770,192.5,492.5,252,286
296,032c412f7825a7990bc0ea9ffc3e2f47.jpg,-1,2037.5,477.5,240,300
297,032c412f7825a7990bc0ea9ffc3e2f47.jpg,-1,447.5,1641.5,336,414
298,033308e542b68cd7f30be207275966bf.jpg,-1,2338.5,282.5,348,380
299,033308e542b68cd7f30be207275966bf.jpg,95,2711.5,1879.5,327,391
300,033308e542b68cd7f30be207275966bf.jpg,117,1451.5,1668.5,306,413
301,033d220ea0551cc1306e155cf8b4717b.jpg,-1,4684.5,2227.5,449.9,421.3
302,03465aabc1747db64dd05a8ad9686350.jpg,84,1345.5,826.5,297,371
303,03473b7e4245b4e2c041c81db812139e.jpg,-1,383.2,2886.3,765.4,502.6
304,03473b7e4245b4e2c041c81db812139e.jpg,53,2361.2,1674.1,359,439
305,034c2fd76e92926b8fb45aa0830771fd.jpg,-1,4497.5,2493.5,354,492
306,034c3c706e640aeee7fb4765eb034d0a.jpg,1355,2226.5,1427.5,180,216
307,034c3c706e640aeee7fb4765eb034d0a.jpg,482,165.5,1778.5,208,250
308,034c3c706e640aeee7fb4765eb034d0a.jpg,417,451.5,2523.5,290,337
309,034c3c706e640aeee7fb4765eb034d0a.jpg,1516,4579.5,1639.5,205,246
310,035917952220ad35a0ab0db3244c2a86.jpg,266,1986.9,2613.4,312,387
311,035917952220ad35a0ab0db3244c2a86.jpg,12,1220.1,2020.7,350,420
312,035917952220ad35a0ab0db3244c2a86.jpg,191,746.7,2064.2,337,386
313,035917952220ad35a0ab0db3244c2a86.jpg,16,2607.9,2430.4,349,420
314,035917952220ad35a0ab0db3244c2a86.jpg,3,2348.9,3033.3,334,360
315,036909bac15cb66cd08ee15a05d51aae.jpg,1423,651.5,2761.5,253,296
316,036909bac15cb66cd08ee15a05d51aae.jpg,1151,2716.5,1707.5,291,247
